plant_area,totalTree_pa,genus_name,n,mean(diameter),min(diameter),max(diameter),median(height_range_id),min(height_range_id),max(height_range_id)
10,20467,PRUNUS,5578,14.610640014342058,0,141,2,0,7
10,20467,ACER,5020,14.05987250996016,0,55,3,0,9
10,20467,FRAXINUS,1124,10.554492882562277,0,43,3,0,7
10,20467,QUERCUS,862,17.415058004640372,1.75,50,4,0,9
10,20467,TILIA,772,14.568173575129533,3,42,4,1,8
10,20467,MALUS,703,6.520568990042674,0,21.5,2,1,4
10,20467,ULMUS,615,24.99951219512195,3,48,6,1,10
10,20467,MAGNOLIA,554,9.170758122743683,1,36,2,1,5
10,20467,AESCULUS,476,24.006827731092436,3,64,5,1,8
10,20467,CRATAEGUS,453,6.4263796909492275,0,29,2,0,5
10,20467,FAGUS,452,9.376659292035399,2,54.5,2,0,8
10,20467,CARPINUS,445,11.552247191011237,2,39,2,0,7
10,20467,PLATANUS,361,26.196648199445985,2,52,6,1,9
10,20467,BETULA,343,20.71253644314869,3,44,5,0,7
10,20467,CERCIDIPHYLLUM,323,7.184210526315789,0,24,2,0,5
10,20467,CORNUS,270,8.077962962962962,2,36,2,1,6
10,20467,CATALPA,252,27.35595238095238,3,50.25,5,2,7
10,20467,LIQUIDAMBAR,206,10.135922330097088,0,27.5,3,1,5
10,20467,GLEDITSIA,188,6.9742021276595745,1.75,30,2,0,6
10,20467,LIRIODENDRON,177,23.554237288135592,3,45,5,1,8
10,20467,SORBUS,147,7.704761904761905,2,31.5,2,0,6
10,20467,PYRUS,146,4.200342465753424,2,11,2,0,3
10,20467,PARROTIA,127,3.793307086614173,2.5,20.5,1,1,4
10,20467,STYRAX,103,3.900485436893204,0,9,1,0,3
10,20467,SYRINGA,66,3.265151515151515,2,6,1,0,5
10,20467,METASEQUOIA,65,12.812307692307693,2,40,3,1,5
10,20467,ROBINIA,61,15.677049180327868,3,40,4,1,7
10,20467,NYSSA,56,3.71875,2.5,9,1,1,3
10,20467,ZELKOVA,56,7.151785714285714,3,15,2,1,4
10,20467,THUJA,54,22.203703703703702,2,48,4,1,9
10,20467,PSEUDOTSUGA,52,22.423076923076923,6,43,5,2,9
10,20467,CERCIS,32,3.7578125,2,10,1,1,2
10,20467,CELTIS,29,4.189655172413793,2,16.25,1,1,4
10,20467,PICEA,25,15.46,3,35,4,1,8
10,20467,LABURNUM,24,12.177083333333334,3,19,2.5,1,4
10,20467,ILEX,23,11.347826086956522,3,24,2,1,3
10,20467,STEWARTIA,22,3.2045454545454546,3,4.5,1,1,4
10,20467,PINUS,21,12.80952380952381,3,27,3,1,8
10,20467,AMELANCHIER,18,3,3,3,1,1,2
10,20467,CHAMAECYPARIS,18,19.97222222222222,3,50,4,2,7
10,20467,JUGLANS,17,12.794117647058824,6,22,3,1,5
10,20467,CASTANEA,14,31.982142857142858,10.75,99,5,1,8
10,20467,CEDRUS,11,21.045454545454547,3,49,4,1,9
10,20467,HIBISCUS,11,3.3181818181818183,3,5,1,1,2
10,20467,ABIES,10,15,3,42.5,4,1,6
10,20467,DAVIDIA,10,5.525,3,11,1.5,1,2
10,20467,TSUGA,8,24,11,33.5,6,3,9
10,20467,CORYLUS,7,12.571428571428571,3,24,2,1,3
10,20467,GINKGO,6,4.25,3,8.5,1,1,3
10,20467,GYMNOCLADUS,6,3,2.75,3.25,1,1,1
10,20467,NOTHOFAGUS,6,6.966666666666667,3,10,1,1,3
10,20467,POPULUS,6,19.5,3,26,5,1,6
10,20467,SALIX,5,24.1,18,35,4,4,4
10,20467,KOELREUTERIA,3,7.083333333333333,3,11.25,1,1,2
10,20467,PHELLODENDON,3,21.5,19,24,4,4,4
10,20467,RHUS,3,8.833333333333334,2.5,12,2,2,3
10,20467,ALNUS,2,14,14,14,3,3,3
10,20467,MANGLIETIA,2,3.5,3,4,1.5,1,2
10,20467,OXYDENDRUM,2,3,1.75,4.25,1.5,1,2
10,20467,PTELEA,2,21.75,21,22.5,5,5,5
10,20467,PTEROCARYA,2,10.5,7,14,2.5,2,3
10,20467,ARBUTUS,1,7,7,7,1,1,1
10,20467,CHITALPA,1,4,4,4,2,2,2
10,20467,CLADRASTIS,1,3,3,3,1,1,1
10,20467,CRYPTOMERIA,1,3,3,3,1,1,1
10,20467,EUONYMUS,1,3,3,3,1,1,1
10,20467,LARIX,1,10,10,10,4,4,4
10,20467,OSTRYIA,1,8.75,8.75,8.75,4,4,4
10,20467,PTEROSTYRAX,1,4,4,4,2,2,2
10,20467,RHAMNUS,1,4,4,4,2,2,2
10,20467,SEQUOIADENDRON,1,6,6,6,1,1,1
10,20467,SOPHORA,1,3,3,3,1,1,1
10,20467,TAXUS,1,7,7,7,1,1,1
8,15742,PRUNUS,4517,14.297248173566526,0,55,2,0,9
8,15742,ACER,3432,11.32018648018648,1,66,2,1,9
8,15742,FRAXINUS,1094,10.244195612431444,2,40,2,0,7
8,15742,TILIA,700,15.106857142857143,3,40,4,1,7
8,15742,QUERCUS,593,16.960286677908936,2,54,4,0,10
8,15742,CRATAEGUS,571,5.92399299474606,0,24,2,0,6
8,15742,MALUS,515,5.969805825242719,0,18.5,2,0,4
8,15742,CARPINUS,403,11.107320099255583,1.25,37,2,1,5
8,15742,AESCULUS,372,23.258198924731182,3,54,5,1,8
8,15742,MAGNOLIA,338,6.06508875739645,1.25,25,2,1,5
8,15742,FAGUS,311,8.836816720257234,2,44,2,1,8
8,15742,ULMUS,277,25.081949458483756,3,50,6,0,9
8,15742,STYRAX,257,3.772568093385214,1.3,11.5,1,1,3
8,15742,CERCIDIPHYLLUM,237,7.4379746835443035,0,34,2,0,5
8,15742,LIQUIDAMBAR,195,8.136153846153846,2,29,2,1,6
8,15742,CORNUS,194,5.635824742268041,1,40,1,1,7
8,15742,PLATANUS,192,19.859375,3,55,4,1,9
8,15742,SORBUS,168,6.450892857142857,2,23,2,0,7
8,15742,GLEDITSIA,151,6.2301324503311255,2,23,2,1,6
8,15742,PARROTIA,145,4.334482758620689,2.5,27,1,1,2
8,15742,PYRUS,124,4.71733870967742,2,22,2,1,3
8,15742,BETULA,118,17.98093220338983,3,36.5,4,1,8
8,15742,ROBINIA,78,17.849358974358974,3,59,2.5,1,10
8,15742,ZELKOVA,74,7.058108108108108,0.5,18.5,1,1,4
8,15742,LIRIODENDRON,62,12.411290322580646,3,37,3,1,7
8,15742,NYSSA,56,4.28125,3,11.5,1,1,3
8,15742,THUJA,54,20.305555555555557,3,49,4,1,8
8,15742,SYRINGA,48,3.3645833333333335,2,7,1,1,2
8,15742,CELTIS,33,3.9015151515151514,3,10,1,1,5
8,15742,METASEQUOIA,31,13.524193548387096,2,32,2,1,5
8,15742,GINKGO,29,4.629310344827586,3,21.5,2,1,4
8,15742,HIBISCUS,29,3.0086206896551726,2,4.25,1,1,1
8,15742,CATALPA,28,18.401785714285715,2,44,4,1,8
8,15742,CHAMAECYPARIS,24,16.125,1,40,3.5,1,7
8,15742,CERCIS,23,3.6956521739130435,3,6,2,1,3
8,15742,PSEUDOTSUGA,23,22.152173913043477,3,40,5,1,8
8,15742,KOELREUTERIA,22,7.784090909090909,2,12.5,2,1,3
8,15742,LABURNUM,22,15.159090909090908,3,24.5,2,1,3
8,15742,AMELANCHIER,21,2.7023809523809526,2,3,1,1,3
8,15742,CORYLUS,20,7.7875,3,15.5,1,1,4
8,15742,PICEA,20,10.2375,2,28,3,1,6
8,15742,PINUS,18,17.069444444444443,7.5,30,3,1,6
8,15742,CASTANEA,15,29.733333333333334,9.5,48,5,1,8
8,15742,JUGLANS,11,11.590909090909092,3,23.5,3,1,6
8,15742,DAVIDIA,10,6.45,3,11,2,2,2
8,15742,STEWARTIA,10,3.2,3,5,1,1,1
8,15742,ILEX,9,14,3,20,2,1,4
8,15742,OSTRYIA,7,6.928571428571429,4,9,2,2,2
8,15742,CEDRUS,6,21.75,7,38,4,2,7
8,15742,CLADRASTIS,6,9.458333333333334,5.75,15,2,2,3
8,15742,EUCOMMIA,6,7.083333333333333,3,10,2,1,2
8,15742,GYMNOCLADUS,5,3.6,3,6,1,1,1
8,15742,SALIX,4,8.75,6,12,2.5,0,3
8,15742,TSUGA,4,19.4375,10.75,25.5,3.5,1,5
8,15742,CALOCEDRUS,3,14.416666666666666,3.75,21,3,1,4
8,15742,FICUS,3,6.916666666666667,3,14.75,2,1,2
8,15742,LAURUS,3,7.033333333333333,6.8,7.3,2,1,2
8,15742,ABIES,2,10.5,2,19,3,2,4
8,15742,CLERODENDRON,2,5,5,5,1,1,1
8,15742,JUNIPERUS,2,43,26,60,6,4,8
8,15742,PTEROCARYA,2,28.5,13,44,4,4,4
8,15742,RHAMNUS,2,3,3,3,2,2,2
8,15742,SCIADOPITYS,2,17,17,17,4,4,4
8,15742,ALNUS,1,38.5,38.5,38.5,6,6,6
8,15742,ARAUCARIA,1,4.5,4.5,4.5,2,2,2
8,15742,HALESIA,1,6,6,6,2,2,2
8,15742,KALOPANAX,1,5,5,5,2,2,2
8,15742,MANGLIETIA,1,3,3,3,1,1,1
8,15742,PAULOWNIA,1,17,17,17,4,4,4
8,15742,POPULUS,1,24,24,24,5,5,5
8,15742,RHUS,1,7,7,7,1,1,1
8,15742,SEQUOIADENDRON,1,23,23,23,3,3,3
N,14007,PRUNUS,2814,12.558511016346838,0,99,2,0,7
N,14007,ACER,2812,8.663460170697013,0,156,2,0,9
N,14007,FRAXINUS,913,7.505147864184009,0,37,2,0,6
N,14007,MAGNOLIA,731,6.887004103967168,0,32,2,1,4
N,14007,MALUS,568,6.424911971830986,0,45,2,0,4
N,14007,CRATAEGUS,464,4.496228448275862,1.5,16,1,1,8
N,14007,QUERCUS,416,11.037379807692307,2,41.25,2,1,8
N,14007,FAGUS,414,7.106884057971015,0,47,2,0,8
N,14007,CORNUS,373,9.455227882037534,1.5,42,2,1,5
N,14007,CARPINUS,356,7.3087078651685395,2,38,2,1,5
N,14007,TILIA,343,13.51268221574344,3,28,4,1,6
N,14007,THUJA,296,17.056351351351353,3,59,4,1,8
N,14007,CERCIDIPHYLLUM,240,7.507291666666666,2,131,2,1,4
N,14007,SORBUS,236,7.5275423728813555,2,36,2,1,5
N,14007,PSEUDOTSUGA,211,23.17274881516588,1,46.5,5,0,9
N,14007,LIQUIDAMBAR,187,8.392245989304813,2,25,2,1,5
N,14007,PARROTIA,178,4.078651685393258,1.75,55,1,0,2
N,14007,GLEDITSIA,170,6.047941176470588,1,35,2,1,7
N,14007,PINUS,163,14.879141104294478,1.5,37,3,1,7
N,14007,PYRUS,152,3.9934210526315788,0.25,33,2,1,4
N,14007,STYRAX,148,6.458108108108108,0,435,1,0,3
N,14007,SYRINGA,148,3.416891891891892,0,12,1,0,2
N,14007,PLATANUS,132,13.901515151515152,2,53,4,1,6
N,14007,AESCULUS,129,21.877906976744185,3,49.5,4,1,7
N,14007,BETULA,123,15.304471544715447,2.25,35,4,1,7
N,14007,ULMUS,123,12.101626016260163,2.5,40,2,1,8
N,14007,CHAMAECYPARIS,111,18.16216216216216,3,39,4,1,6
N,14007,ROBINIA,96,15.531770833333333,3,50.5,4,1,7
N,14007,PICEA,85,11.611764705882353,2,33,2,0,6
N,14007,POPULUS,80,19.946875,3,72,5,1,8
N,14007,CEDRUS,74,20.5,1,43,4,1,7
N,14007,LIRIODENDRON,70,11.115714285714287,0,31,2.5,1,6
N,14007,CERCIS,49,3.627551020408163,2.75,8.5,1,1,2
N,14007,STEWARTIA,47,2.9361702127659575,2,3,1,1,2
N,14007,METASEQUOIA,45,12.383333333333333,2,29,2,1,5
N,14007,CATALPA,43,13.063953488372093,4,32,2,1,4
N,14007,ILEX,43,11.326744186046511,3,24,2,1,4
N,14007,NYSSA,33,4.5181818181818185,2,12,1,1,2
N,14007,SALIX,32,23.96875,3,40.5,4,1,6
N,14007,ZELKOVA,31,6.991935483870968,1.75,19,1,1,4
N,14007,TSUGA,29,16.70689655172414,3,34,4,1,6
N,14007,ALNUS,28,19.133928571428573,0,36,4,0,6
N,14007,ABIES,26,16.58653846153846,1,42,4,1,8
N,14007,AMELANCHIER,24,2.7083333333333335,1.5,4,1,1,2
N,14007,DAVIDIA,24,4.479166666666667,2,20,2,1,4
N,14007,JUGLANS,23,19.684782608695652,1.5,41,4,1,7
N,14007,CORYLUS,20,9.9275,1,30,2,1,3
N,14007,GINKGO,16,3.875,3,10,1,1,3
N,14007,LABURNUM,15,10.826666666666666,0.5,26,2,1,5
N,14007,CELTIS,14,4.357142857142857,3,7.5,1,1,1
N,14007,JUNIPERUS,10,16.925,7,29,3.5,2,5
N,14007,SEQUOIADENDRON,10,26.55,3,63,4,1,6
N,14007,RHUS,9,9.666666666666666,3,24,2,1,4
N,14007,CASTANEA,8,20.09375,3,39.75,3,2,7
N,14007,HIBISCUS,8,3,3,3,1,1,1
N,14007,TAXUS,7,10.75,6,16,3,2,3
N,14007,EUCOMMIA,6,5.333333333333333,3,6.5,2,2,2
N,14007,MESPILUS,6,5.166666666666667,4,7,2,1,3
N,14007,OSTRYIA,6,5.583333333333333,3.75,9,2,1,2
N,14007,SOPHORA,6,3.8333333333333335,3,5,1,1,2
N,14007,FICUS,4,7.75,4,12,1,1,2
N,14007,NOTHOFAGUS,4,4.9375,3,8,2,2,2
N,14007,ARBUTUS,3,27.333333333333332,19,33,4,3,6
N,14007,GYMNOCLADUS,3,3,3,3,1,1,1
N,14007,MANGLIETIA,3,2,2,2,1,1,1
N,14007,CRYPTOMERIA,2,7.5,6,9,2.5,2,3
N,14007,MORUS,2,3,3,3,1,1,1
N,14007,PHELLODENDON,2,13,12,14,2,2,2
N,14007,PTEROCARYA,2,3.25,3,3.5,1,1,1
N,14007,TAXODIUM,2,3,3,3,2,2,2
N,14007,ARALIA,1,7.5,7.5,7.5,3,3,3
N,14007,ARAUCARIA,1,4,4,4,2,2,2
N,14007,CALOCEDRUS,1,8,8,8,1,1,1
N,14007,EUONYMUS,1,3,3,3,1,1,1
N,14007,SCIADOPITYS,1,13,13,13,2,2,2
N,14007,SEQUOIA,1,29.5,29.5,29.5,4,4,4
6,13856,PRUNUS,3245,14.246918335901388,0,63,2,0,8
6,13856,ACER,3244,11.602034525277436,0,161,2,0,8
6,13856,FRAXINUS,738,8.925271002710026,0,40.5,2,0,7
6,13856,TILIA,732,14.276174863387979,1,35,4,1,7
6,13856,QUERCUS,622,19.773826366559486,3,54,4,1,9
6,13856,AESCULUS,500,24.3336,0,48,5,0,8
6,13856,CARPINUS,492,10.202439024390245,2,39,2,1,6
6,13856,CRATAEGUS,451,7.432926829268292,0,22,2,0,6
6,13856,FAGUS,404,9.153589108910891,1.75,53,2,1,8
6,13856,MALUS,386,5.828108808290155,1.5,19.5,2,1,4
6,13856,MAGNOLIA,335,7.997014925373135,2,44,2,1,4
6,13856,CERCIDIPHYLLUM,228,5.793201754385965,2,17,2,1,9
6,13856,PYRUS,214,4.59696261682243,1,10,2,1,7
6,13856,LIQUIDAMBAR,204,9.262745098039217,0,25,2,0,5
6,13856,ULMUS,178,24.96067415730337,3,144,5,1,9
6,13856,BETULA,171,16.239941520467838,3,38,4,1,7
6,13856,STYRAX,171,3.705263157894737,0.5,9,1,1,3
6,13856,PLATANUS,159,19.082075471698115,2,40,4,1,7
6,13856,CORNUS,154,6.863636363636363,2,28,1,1,7
6,13856,PARROTIA,152,4.0394736842105265,2,10,1,1,3
6,13856,SYRINGA,143,2.923076923076923,1.75,7,1,1,2
6,13856,SORBUS,142,9.089788732394366,2,24,2,1,6
6,13856,GLEDITSIA,115,9.445652173913043,1,26,2,1,6
6,13856,THUJA,67,13.074626865671641,4,46,2,1,7
6,13856,LIRIODENDRON,66,15.55530303030303,3,40,3,1,8
6,13856,ROBINIA,49,18.633673469387755,3,57,4,1,7
6,13856,NYSSA,45,5.022222222222222,2,14,1,1,3
6,13856,CATALPA,42,26.333333333333332,3,38.5,5,1,7
6,13856,CERCIS,42,3.2142857142857144,1,8,1,1,1
6,13856,ZELKOVA,42,7.386904761904762,2.5,18.5,1,1,4
6,13856,DAVIDIA,25,4,3,7.5,1,1,3
6,13856,GINKGO,25,4.17,0,29,1,1,5
6,13856,HIBISCUS,22,3.3863636363636362,2,9,1,1,1
6,13856,STEWARTIA,22,3.909090909090909,2,10,1,1,3
6,13856,CHAMAECYPARIS,18,24.52777777777778,4,99,5,0,6
6,13856,PICEA,18,8.597222222222221,3,18.75,1,1,5
6,13856,PINUS,18,16.06111111111111,5,29,3,0,5
6,13856,POPULUS,18,10.86111111111111,3,48.5,3,2,8
6,13856,CORYLUS,17,7.794117647058823,3,20,2,1,4
6,13856,PSEUDOTSUGA,16,13.875,8,21.5,2,1,5
6,13856,METASEQUOIA,14,17.839285714285715,4,29.5,3.5,1,5
6,13856,AMELANCHIER,12,3.5833333333333335,0,12,1,0,1
6,13856,ILEX,12,12.625,6,24,2.5,1,3
6,13856,CELTIS,9,3.611111111111111,3,7,1,1,1
6,13856,CLADRASTIS,9,6.555555555555555,3,15,3,1,3
6,13856,JUGLANS,9,15.694444444444445,3,40,3,1,6
6,13856,LABURNUM,9,11.694444444444445,5.75,18,2,1,3
6,13856,ABIES,8,11.375,3,32,2,1,7
6,13856,KOELREUTERIA,7,10.071428571428571,3,18.5,2,1,2
6,13856,SOPHORA,5,22.2,19,26,4,4,4
6,13856,JUNIPERUS,4,23.625,13,32,5,5,6
6,13856,OSTRYIA,4,8.1875,7,9.5,2,2,2
6,13856,CEDRUS,3,20,6,48,2,1,6
6,13856,TRACHYCARPUS,3,5.666666666666667,3,7,1,1,1
6,13856,ALNUS,2,12.5,3,22,3,2,4
6,13856,ARBUTUS,2,8.5,7,10,2.5,2,3
6,13856,CASTANEA,2,22.5,17,28,4,4,4
